Recency,Frequency,Monetary,Cluster,segments
17,4,745.06,0,low-engaged
64,1,6.2,0,low-engaged
21,1,228.99,0,low-engaged
3,7,1319.91,0,low-engaged
166,1,131.45,1,churned
1,17,8022.49,3,Regulars
53,3,173.74,0,low-engaged
51,1,157.7,0,low-engaged
48,12,4339.74,0,low-engaged
61,1,193.14,0,low-engaged
162,3,845.55,1,churned
9,1,353.27,0,low-engaged
15,4,554.65,0,low-engaged
75,1,193.39,0,low-engaged
40,8,2741.17,0,low-engaged
41,11,2087.88,0,low-engaged
370,2,155.43,1,churned
37,2,778.5,0,low-engaged
197,1,271.85,1,churned
200,2,1110.34,1,churned
74,3,657.8,0,low-engaged
64,2,272.07,0,low-engaged
21,4,507.29,0,low-engaged
367,1,48.8,1,churned
180,3,321.43,1,churned
10,4,1127.71,0,low-engaged
4,12,2226.91,0,low-engaged
197,3,2139.76,1,churned
29,4,697.55,0,low-engaged
53,1,197.13,0,low-engaged
18,6,1720.3,0,low-engaged
10,3,102.45,0,low-engaged
90,4,1649.5,0,low-engaged
268,1,62.85,1,churned
53,6,3295.76,0,low-engaged
44,4,2824.69,0,low-engaged
64,4,3189.81,0,low-engaged
149,1,309.4,1,churned
22,25,7930.54,3,Regulars
312,1,325.75,1,churned
23,2,511.35,0,low-engaged
58,6,2836.69,0,low-engaged
24,2,475.8,0,low-engaged
78,7,2759.83,0,low-engaged
119,2,645.65,0,low-engaged
36,3,1311.38,0,low-engaged
60,2,1173.12,0,low-engaged
13,4,1353.74,0,low-engaged
19,1,170.32,0,low-engaged
52,1,125.79,0,low-engaged
26,2,841.2,0,low-engaged
29,1,266.76,0,low-engaged
7,2,52.2,0,low-engaged
11,12,14389.9,3,Regulars
186,3,710.28,1,churned
3,8,2953.59,0,low-engaged
9,2,725.7,0,low-engaged
262,1,327.25,1,churned
3,4,522.38,0,low-engaged
210,1,519.68,1,churned
108,2,1465.32,0,low-engaged
13,9,1485.54,0,low-engaged
77,3,706.19,0,low-engaged
20,1,255.4,0,low-engaged
27,2,589.7,0,low-engaged
19,6,761.59,0,low-engaged
132,1,765.32,0,low-engaged
253,1,364.8,1,churned
79,1,1862,0,low-engaged
207,1,369.2,1,churned
336,1,135.9,1,churned
254,1,125.65,1,churned
148,2,554.38,1,churned
10,2,1237.85,0,low-engaged
85,1,655.75,0,low-engaged
8,20,11138.71,3,Regulars
205,2,468.77,1,churned
8,4,1366.38,0,low-engaged
23,6,1303.52,0,low-engaged
11,9,1421.29,0,low-engaged
26,1,332.66,0,low-engaged
21,5,2810.63,0,low-engaged
2,2,1025.44,0,low-engaged
158,2,616.15,1,churned
3,7,3501.1,0,low-engaged
74,1,277.8,0,low-engaged
3,4,434.35,0,low-engaged
1,201,143825.06,2,vip
17,2,867.85,0,low-engaged
36,4,1227.43,0,low-engaged
91,2,307.48,0,low-engaged
71,4,1268.98,0,low-engaged
116,2,1610.15,0,low-engaged
213,2,977.77,1,churned
30,2,1316.07,0,low-engaged
51,1,749.1,0,low-engaged
246,1,310.05,1,churned
32,1,223.88,0,low-engaged
109,3,2372.86,0,low-engaged
5,5,1257.68,0,low-engaged
366,1,363.53,1,churned
82,2,1890.94,0,low-engaged
297,1,1784.71,1,churned
34,8,8137.02,0,low-engaged
57,3,1621.88,0,low-engaged
30,12,5900.25,0,low-engaged
14,1,100.9,0,low-engaged
72,2,290.82,0,low-engaged
23,6,1101.97,0,low-engaged
19,1,371.2,0,low-engaged
79,1,311.69,0,low-engaged
60,11,8099.49,0,low-engaged
25,1,289.82,0,low-engaged
12,1,336.17,0,low-engaged
253,1,58.49,1,churned
147,3,499.68,1,churned
64,4,695.42,0,low-engaged
8,2,221.27,0,low-engaged
11,9,7044.68,0,low-engaged
271,1,126.7,1,churned
10,5,1487.8,0,low-engaged
247,1,206.21,1,churned
96,2,599,0,low-engaged
15,1,191.32,0,low-engaged
50,1,463.8,0,low-engaged
30,1,147.59,0,low-engaged
68,4,1592.06,0,low-engaged
35,3,1116.57,0,low-engaged
128,1,114.77,0,low-engaged
107,3,1314.45,0,low-engaged
37,1,114.39,0,low-engaged
57,1,279.94,0,low-engaged
57,7,790.86,0,low-engaged
72,5,1931.42,0,low-engaged
246,1,102.12,1,churned
19,2,213.27,0,low-engaged
198,2,296.75,1,churned
16,2,326.4,0,low-engaged
212,1,334.54,1,churned
39,2,233.23,0,low-engaged
46,3,546.2,0,low-engaged
170,2,429.87,1,churned
48,1,490.52,0,low-engaged
116,4,1641.76,0,low-engaged
147,1,1246.32,1,churned
16,28,6316.57,3,Regulars
51,1,502.09,0,low-engaged
159,1,156.91,1,churned
12,3,1261.78,0,low-engaged
36,1,308.94,0,low-engaged
54,2,423.04,0,low-engaged
43,2,260.17,0,low-engaged
173,1,170.04,1,churned
34,1,125.58,0,low-engaged
39,3,496.21,0,low-engaged
267,1,266,1,churned
9,9,1914.82,0,low-engaged
12,4,905.04,0,low-engaged
3,11,6802.76,0,low-engaged
10,10,1661.33,0,low-engaged
33,1,377.01,0,low-engaged
80,3,469,0,low-engaged
31,4,1066.15,0,low-engaged
8,4,627.13,0,low-engaged
72,2,518.28,0,low-engaged
4,4,668.14,0,low-engaged
256,3,4959.1,1,churned
5,10,2586.67,0,low-engaged
16,8,4308.61,0,low-engaged
90,1,252.73,0,low-engaged
72,3,465.55,0,low-engaged
59,6,705.49,0,low-engaged
10,47,19914.44,3,Regulars
170,1,180.35,1,churned
199,1,135.93,1,churned
31,1,537,0,low-engaged
19,17,7700.23,3,Regulars
152,2,735.66,1,churned
9,15,5213.77,3,Regulars
270,1,343.62,1,churned
65,4,384.05,0,low-engaged
274,1,121.17,1,churned
25,3,1782.09,0,low-engaged
23,3,1391.61,0,low-engaged
319,1,215.78,1,churned
5,3,697.79,0,low-engaged
12,2,302.1,0,low-engaged
275,2,1489.5,1,churned
25,11,2124.99,0,low-engaged
41,9,1337.72,0,low-engaged
8,4,303.09,0,low-engaged
4,48,54534.14,3,Regulars
71,4,987.86,0,low-engaged
213,1,370.8,1,churned
38,4,3158.13,0,low-engaged
53,1,893.59,0,low-engaged
78,3,1744.76,0,low-engaged
46,2,553.36,0,low-engaged
179,1,1109.53,1,churned
373,1,106.2,1,churned
94,2,982.07,0,low-engaged
10,3,1043.41,0,low-engaged
105,1,748.87,0,low-engaged
78,1,773.03,0,low-engaged
173,1,880.85,1,churned
7,32,9743.11,3,Regulars
213,4,895.61,1,churned
22,5,504.8,0,low-engaged
257,1,88.2,1,churned
282,1,306.94,1,churned
21,2,1160.07,0,low-engaged
10,6,2420.84,0,low-engaged
308,1,381.32,1,churned
68,1,480.71,0,low-engaged
215,2,457.81,1,churned
18,6,4597.02,0,low-engaged
104,4,1370.6,0,low-engaged
43,1,219.39,0,low-engaged
4,1,248.08,0,low-engaged
182,3,39916.5,3,Regulars
84,1,410.48,0,low-engaged
334,3,876,1,churned
9,2,317.53,0,low-engaged
31,2,703.36,0,low-engaged
197,2,1027.44,1,churned
18,7,2298.93,0,low-engaged
18,5,1422.52,0,low-engaged
311,6,319.5,1,churned
142,4,1300.25,0,low-engaged
246,1,484.95,1,churned
24,4,996.1,0,low-engaged
29,3,1567.48,0,low-engaged
10,3,3609.33,0,low-engaged
30,10,2760.56,0,low-engaged
18,1,340.11,0,low-engaged
18,4,1352.75,0,low-engaged
15,5,1551.78,0,low-engaged
134,1,244.8,0,low-engaged
246,1,266.4,1,churned
134,1,358.82,0,low-engaged
50,2,457.72,0,low-engaged
114,3,1633.78,0,low-engaged
7,2,2199.31,0,low-engaged
23,2,184.19,0,low-engaged
25,15,11528.48,3,Regulars
66,1,406.53,0,low-engaged
60,4,1471,0,low-engaged
50,11,3447.4,0,low-engaged
170,1,330.11,1,churned
18,5,977.93,0,low-engaged
128,3,982.42,0,low-engaged
15,8,1387.99,0,low-engaged
239,1,139.05,1,churned
3,4,1286.7,0,low-engaged
240,2,178.96,1,churned
52,7,2354.25,0,low-engaged
46,1,498.74,0,low-engaged
226,1,259.45,1,churned
8,17,6580.44,3,Regulars
4,4,1194.73,0,low-engaged
165,2,1327.16,1,churned
240,1,623.5,1,churned
11,1,301.29,0,low-engaged
134,1,520.8,0,low-engaged
17,10,5314.47,0,low-engaged
10,13,4745.69,0,low-engaged
31,1,329.25,0,low-engaged
75,1,296.42,0,low-engaged
1,3,961.49,0,low-engaged
4,3,1936.07,0,low-engaged
45,1,401.4,0,low-engaged
2,30,18641.01,3,Regulars
357,1,158.16,1,churned
18,2,304.47,0,low-engaged
69,3,843.05,0,low-engaged
373,1,487.75,1,churned
321,1,163,1,churned
26,1,106.56,0,low-engaged
331,1,1289.5,1,churned
9,5,1624.05,0,low-engaged
323,1,135.75,1,churned
72,1,224.14,0,low-engaged
260,1,40.5,1,churned
18,5,2206.95,0,low-engaged
367,1,87.5,1,churned
66,3,689.48,0,low-engaged
154,2,622.85,1,churned
29,2,406.76,0,low-engaged
70,1,310.62,0,low-engaged
14,2,411.41,0,low-engaged
2,16,4777.18,3,Regulars
1,41,16225.39,3,Regulars
120,3,1044.32,0,low-engaged
61,1,499.32,0,low-engaged
3,15,7616.53,3,Regulars
3,1,3861,0,low-engaged
11,3,1079.61,0,low-engaged
92,2,193.64,0,low-engaged
59,4,1268.7,0,low-engaged
87,5,1236.54,0,low-engaged
26,6,1827.8,0,low-engaged
357,1,316.58,1,churned
85,2,653.24,0,low-engaged
10,4,420.3,0,low-engaged
1,5,870.12,0,low-engaged
225,1,331.18,1,churned
60,2,894.41,0,low-engaged
241,1,101.8,1,churned
319,2,328.35,1,churned
2,8,1661.44,0,low-engaged
47,3,734.94,0,low-engaged
88,1,96.6,0,low-engaged
11,11,5756.89,0,low-engaged
176,1,305.75,1,churned
52,6,1778.96,0,low-engaged
366,1,403.25,1,churned
319,1,585,1,churned
226,2,755.75,1,churned
358,2,322.08,1,churned
234,1,409.4,1,churned
311,1,154.41,1,churned
37,5,1219.4,0,low-engaged
66,4,3386.71,0,low-engaged
239,2,429.6,1,churned
113,2,612.06,0,low-engaged
277,1,197,1,churned
218,12,2247.51,1,churned
299,1,321.05,1,churned
2,4,1412.32,0,low-engaged
29,3,1071.99,0,low-engaged
10,2,780.59,0,low-engaged
45,5,1706.57,0,low-engaged
67,8,1756.44,0,low-engaged
74,1,316.68,0,low-engaged
65,2,631.57,0,low-engaged
134,3,2515.84,0,low-engaged
238,2,514.15,1,churned
122,1,356,0,low-engaged
32,13,6688.46,0,low-engaged
9,11,10484.99,0,low-engaged
36,2,740.78,0,low-engaged
16,5,918.2,0,low-engaged
127,1,300.36,0,low-engaged
67,1,890.85,0,low-engaged
149,1,98.45,1,churned
283,1,317.15,1,churned
169,2,623.16,1,churned
100,7,1810.77,0,low-engaged
135,1,254.82,0,low-engaged
324,1,178.95,1,churned
107,1,156.51,0,low-engaged
64,1,393.74,0,low-engaged
151,2,1506.12,1,churned
338,1,119.3,1,churned
22,5,1717.36,0,low-engaged
24,1,408.8,0,low-engaged
16,7,2379.49,0,low-engaged
7,15,2507.07,3,Regulars
57,2,721.94,0,low-engaged
4,2,716.57,0,low-engaged
38,1,615.14,0,low-engaged
66,1,135.31,0,low-engaged
47,1,255.9,0,low-engaged
355,1,290.51,1,churned
172,1,113.12,1,churned
59,9,2332.15,0,low-engaged
50,1,240.55,0,low-engaged
22,2,486.69,0,low-engaged
43,5,2306.52,0,low-engaged
29,3,939.78,0,low-engaged
5,18,7943.22,3,Regulars
26,15,4668.3,3,Regulars
201,1,180.94,1,churned
51,6,3672.86,0,low-engaged
10,3,641.94,0,low-engaged
2,12,4799.9,0,low-engaged
67,7,4507.01,0,low-engaged
64,1,496.44,0,low-engaged
51,12,5070.35,0,low-engaged
290,1,574.02,1,churned
61,8,694.4,0,low-engaged
64,3,1174.35,0,low-engaged
96,1,205.3,0,low-engaged
274,1,310.47,1,churned
1,91,60767.9,2,vip
75,4,924.85,0,low-engaged
110,1,52,0,low-engaged
199,1,327.97,1,churned
64,2,570.5,0,low-engaged
327,1,165,1,churned
4,1,312.62,0,low-engaged
284,1,204.5,1,churned
44,1,267.13,0,low-engaged
71,3,2748.31,0,low-engaged
86,1,679.68,0,low-engaged
104,1,162.29,0,low-engaged
334,1,311.71,1,churned
53,1,208.75,0,low-engaged
39,3,1049.7,0,low-engaged
32,2,714.96,0,low-engaged
366,4,1661.06,1,churned
208,1,1028.56,1,churned
157,3,351.67,1,churned
54,1,173.97,0,low-engaged
66,2,574.07,0,low-engaged
81,1,2020.52,0,low-engaged
130,1,406.09,0,low-engaged
87,1,364.5,0,low-engaged
1,3,563.94,0,low-engaged
46,1,393.54,0,low-engaged
333,1,252.42,1,churned
366,1,201.6,1,churned
72,1,158.04,0,low-engaged
158,2,473.81,1,churned
373,1,115.65,1,churned
12,7,1960.11,0,low-engaged
255,2,777.02,1,churned
29,2,277.05,0,low-engaged
31,10,2766.5,0,low-engaged
5,22,8347.2,3,Regulars
40,1,427.93,0,low-engaged
362,1,418.92,1,churned
373,1,326,1,churned
96,2,913.19,0,low-engaged
26,7,2314.32,0,low-engaged
75,2,602.51,0,low-engaged
57,4,1877.59,0,low-engaged
21,1,446.94,0,low-engaged
41,7,2386.05,0,low-engaged
137,1,2007.4,0,low-engaged
8,12,2415.91,0,low-engaged
129,1,168,0,low-engaged
40,3,1233.36,0,low-engaged
169,7,3703.29,1,churned
9,5,1690.26,0,low-engaged
214,2,596.85,1,churned
15,6,5955.71,0,low-engaged
170,2,642.41,1,churned
40,1,316.88,0,low-engaged
186,1,394.14,1,churned
270,1,140.54,1,churned
172,1,500,1,churned
5,4,1535.53,0,low-engaged
16,2,231.86,0,low-engaged
10,4,2183.54,0,low-engaged
326,1,107.45,1,churned
113,1,288.18,0,low-engaged
290,1,94,1,churned
16,2,1345.53,0,low-engaged
1,3,815.77,0,low-engaged
92,5,716.2,0,low-engaged
149,2,626.77,1,churned
189,1,349.1,1,churned
31,2,510.71,0,low-engaged
34,4,1056.44,0,low-engaged
264,1,267.18,1,churned
84,8,3450.84,0,low-engaged
26,4,1358.88,0,low-engaged
171,1,190.53,1,churned
10,3,774.9,0,low-engaged
313,1,572.81,1,churned
65,4,3984.32,0,low-engaged
85,1,508.8,0,low-engaged
25,1,135.86,0,low-engaged
59,4,950.36,0,low-engaged
323,2,97.7,1,churned
38,1,43.5,0,low-engaged
254,2,383.34,1,churned
19,5,1447.39,0,low-engaged
33,3,1483.14,0,low-engaged
15,1,93.78,0,low-engaged
27,2,397.35,0,low-engaged
23,1,171.19,0,low-engaged
214,2,533.3,1,churned
8,5,1041.48,0,low-engaged
22,1,149.29,0,low-engaged
12,3,1122.53,0,low-engaged
262,1,200.16,1,churned
131,1,156.58,0,low-engaged
55,3,383.68,0,low-engaged
249,1,594,1,churned
2,7,3236.91,0,low-engaged
9,2,1418.26,0,low-engaged
264,1,113.5,1,churned
331,1,155.17,1,churned
313,1,494.64,1,churned
26,3,974.52,0,low-engaged
30,1,429.84,0,low-engaged
30,3,538.73,0,low-engaged
2,7,1388.37,0,low-engaged
362,1,179.1,1,churned
283,3,447.22,1,churned
262,1,237.07,1,churned
25,1,161.64,0,low-engaged
354,1,216.76,1,churned
94,3,234.6,0,low-engaged
29,1,126.14,0,low-engaged
338,1,1048.85,1,churned
20,18,7354.62,3,Regulars
85,1,334.53,0,low-engaged
9,3,524.88,0,low-engaged
51,2,467.51,0,low-engaged
50,2,538.55,0,low-engaged
2,1,469.48,0,low-engaged
113,1,371.56,0,low-engaged
14,7,1771.2,0,low-engaged
77,1,454.11,0,low-engaged
40,2,1441.42,0,low-engaged
116,1,905.5,0,low-engaged
16,12,11054.96,3,Regulars
161,4,233.81,1,churned
1,4,3594.31,0,low-engaged
30,3,2575,0,low-engaged
93,1,91.32,0,low-engaged
23,3,1134.28,0,low-engaged
95,6,3100.09,0,low-engaged
28,2,659.46,0,low-engaged
33,5,2001.8,0,low-engaged
21,2,1299.23,0,low-engaged
18,2,1262.2,0,low-engaged
3,27,13316.4,3,Regulars
8,4,1131.56,0,low-engaged
16,12,10384.93,3,Regulars
363,1,147.09,1,churned
81,1,52.83,0,low-engaged
53,5,3610.96,0,low-engaged
23,3,979.26,0,low-engaged
172,1,492.36,1,churned
189,6,1000.27,1,churned
331,1,250,1,churned
12,5,909.23,0,low-engaged
156,2,121,1,churned
33,19,14758.22,3,Regulars
12,11,4139.46,0,low-engaged
45,3,62.43,0,low-engaged
233,1,267.03,1,churned
64,8,1942.45,0,low-engaged
2,1,343.5,0,low-engaged
40,8,3000.2,0,low-engaged
33,2,398.84,0,low-engaged
84,1,412.01,0,low-engaged
25,1,440,0,low-engaged
2,3,825.92,0,low-engaged
33,2,148.44,0,low-engaged
19,8,2429.78,0,low-engaged
254,1,229.33,1,churned
23,11,3995.23,0,low-engaged
22,4,1502.35,0,low-engaged
8,2,2007.44,0,low-engaged
25,4,1580.93,0,low-engaged
19,3,807.57,0,low-engaged
173,4,536.4,1,churned
163,1,110.92,1,churned
7,1,538.46,0,low-engaged
11,1,213.3,0,low-engaged
114,1,85.13,0,low-engaged
288,1,127.86,1,churned
9,9,3546.71,0,low-engaged
54,2,292.72,0,low-engaged
7,14,4954.84,3,Regulars
77,3,1693.26,0,low-engaged
4,4,575.63,0,low-engaged
37,1,436.06,0,low-engaged
217,1,90.12,1,churned
60,1,437.23,0,low-engaged
278,1,217.2,1,churned
12,16,4805.17,3,Regulars
24,1,279.77,0,low-engaged
29,1,473.65,0,low-engaged
12,4,800.59,0,low-engaged
352,1,134.55,1,churned
22,4,1400.44,0,low-engaged
50,2,173.16,0,low-engaged
19,1,186.01,0,low-engaged
3,3,758.29,0,low-engaged
104,5,1375.71,0,low-engaged
7,12,4165.52,0,low-engaged
12,4,650.43,0,low-engaged
5,7,2552.86,0,low-engaged
32,2,607.45,0,low-engaged
178,4,702.25,1,churned
38,1,940.67,0,low-engaged
151,3,258.88,1,churned
162,1,127.1,1,churned
69,2,348.6,0,low-engaged
121,13,3679.97,0,low-engaged
25,3,682.91,0,low-engaged
24,4,725.11,0,low-engaged
177,1,455.3,1,churned
50,4,913.68,0,low-engaged
256,3,478.53,1,churned
47,1,388.58,0,low-engaged
71,1,199.8,0,low-engaged
16,5,1771.78,0,low-engaged
101,5,1406.59,0,low-engaged
35,1,324.57,0,low-engaged
53,1,240.68,0,low-engaged
27,2,761.74,0,low-engaged
11,14,6776.56,3,Regulars
8,9,1297.87,0,low-engaged
79,1,48.48,0,low-engaged
52,1,216.39,0,low-engaged
36,5,1198.23,0,low-engaged
61,9,2920.16,0,low-engaged
337,1,104.76,1,churned
28,4,1093.68,0,low-engaged
184,1,298.48,1,churned
52,1,112.46,0,low-engaged
10,13,1591.45,0,low-engaged
36,2,195.15,0,low-engaged
10,23,10399.74,3,Regulars
33,4,776.851,0,low-engaged
11,1,336.4,0,low-engaged
57,3,1553.18,0,low-engaged
4,4,1293.03,0,low-engaged
43,9,3709.56,0,low-engaged
141,1,301.03,0,low-engaged
117,4,588.13,0,low-engaged
104,4,1534.26,0,low-engaged
75,2,675.8,0,low-engaged
5,9,2870.24,0,low-engaged
45,2,1186.35,0,low-engaged
16,8,3285.31,0,low-engaged
17,1,243.55,0,low-engaged
90,2,724.76,0,low-engaged
53,1,223.36,0,low-engaged
134,1,425.32,0,low-engaged
4,15,12515.66,3,Regulars
105,4,1887.2,0,low-engaged
192,3,664,1,churned
166,4,813,1,churned
19,1,612.01,0,low-engaged
158,3,447.64,1,churned
204,2,657.35,1,churned
336,2,816,1,churned
37,3,646.3,0,low-engaged
91,1,337.74,0,low-engaged
93,2,877.44,0,low-engaged
9,2,922.53,0,low-engaged
243,1,560.67,1,churned
45,4,748.5,0,low-engaged
23,1,30,0,low-engaged
190,5,1024.1,1,churned
44,1,306.45,0,low-engaged
25,9,1600.86,0,low-engaged
317,2,309.8,1,churned
106,1,138.14,0,low-engaged
51,1,386.43,0,low-engaged
168,2,2242.01,1,churned
40,1,301.32,0,low-engaged
218,1,76.32,1,churned
40,4,684.34,0,low-engaged
297,1,173.05,1,churned
19,7,2657.13,0,low-engaged
88,4,2881.02,0,low-engaged
73,5,2446.6,0,low-engaged
81,3,323.69,0,low-engaged
19,3,3435.76,0,low-engaged
49,1,657.23,0,low-engaged
53,1,352.7,0,low-engaged
24,4,781.28,0,low-engaged
9,3,1333.68,0,low-engaged
25,5,1426.16,0,low-engaged
117,1,193.75,0,low-engaged
9,9,2993.1,0,low-engaged
120,2,254.1,0,low-engaged
4,2,239.76,0,low-engaged
252,1,136.8,1,churned
28,1,191.04,0,low-engaged
1,14,6479.4,3,Regulars
267,2,409.98,1,churned
33,8,2736.46,0,low-engaged
18,1,309.65,0,low-engaged
172,2,696.68,1,churned
2,4,1542.14,0,low-engaged
265,1,211.5,1,churned
140,4,2293.62,0,low-engaged
201,1,143.1,1,churned
64,4,1060.56,0,low-engaged
35,4,945.58,0,low-engaged
41,7,3364.24,0,low-engaged
284,1,133.25,1,churned
9,5,1072.36,0,low-engaged
143,2,356.7,0,low-engaged
12,2,330.88,0,low-engaged
146,4,1118.81,0,low-engaged
234,1,150.3,1,churned
33,13,5045.61,0,low-engaged
24,1,598.73,0,low-engaged
12,1,507.08,0,low-engaged
36,5,2222.56,0,low-engaged
365,1,203.1,1,churned
201,2,218.25,1,churned
15,1,415.25,0,low-engaged
17,7,5178.96,0,low-engaged
213,1,85,1,churned
66,3,1120.88,0,low-engaged
212,2,294.12,1,churned
283,1,162.3,1,churned
115,2,1339.45,0,low-engaged
15,8,1205.12,0,low-engaged
19,16,4812.42,3,Regulars
66,1,449.12,0,low-engaged
49,1,154.88,0,low-engaged
16,4,784.46,0,low-engaged
78,1,34.8,0,low-engaged
19,4,1094.59,0,low-engaged
134,1,196.88,0,low-engaged
13,3,974.04,0,low-engaged
40,1,149.31,0,low-engaged
235,3,44534.3,3,Regulars
3,8,2465.48,0,low-engaged
40,7,2637.38,0,low-engaged
305,1,79.2,1,churned
51,3,458.57,0,low-engaged
10,6,2364.25,0,low-engaged
61,4,532.96,0,low-engaged
66,2,714.42,0,low-engaged
25,1,205.25,0,low-engaged
218,3,253.04,1,churned
65,2,583.75,0,low-engaged
32,2,1086.92,0,low-engaged
88,6,3279.97,0,low-engaged
64,1,315.06,0,low-engaged
116,3,621.83,0,low-engaged
7,26,56252.72,3,Regulars
6,1,635.68,0,low-engaged
69,1,270.8,0,low-engaged
245,1,104.9,1,churned
133,1,241.62,0,low-engaged
241,4,1047.11,1,churned
184,3,475.28,1,churned
25,3,345.46,0,low-engaged
10,3,2614.74,0,low-engaged
11,1,246.3,0,low-engaged
33,5,2328.97,0,low-engaged
46,3,4932.2,0,low-engaged
26,3,948.05,0,low-engaged
358,1,351.3,1,churned
10,1,220.85,0,low-engaged
44,2,1612.69,0,low-engaged
15,3,965.61,0,low-engaged
150,1,610.01,1,churned
1,8,2711.56,0,low-engaged
113,4,2207.4,0,low-engaged
76,3,884.14,0,low-engaged
107,2,699.08,0,low-engaged
46,3,1063.95,0,low-engaged
143,1,451.42,1,churned
51,1,415.82,0,low-engaged
1,13,4206.39,0,low-engaged
23,17,5528.48,3,Regulars
46,3,784.58,0,low-engaged
50,3,903.9,0,low-engaged
306,4,3734.97,1,churned
36,5,515.77,0,low-engaged
79,4,1391.98,0,low-engaged
22,6,2218.62,0,low-engaged
107,5,1801.14,0,low-engaged
208,2,1303.91,1,churned
17,4,1945.33,0,low-engaged
64,5,2100.6,0,low-engaged
49,4,1905.45,0,low-engaged
320,1,206.98,1,churned
44,2,570.96,0,low-engaged
3,2,885.47,0,low-engaged
372,1,15,1,churned
172,1,532.94,1,churned
56,3,1654.31,0,low-engaged
73,14,1836.09,0,low-engaged
99,2,636.14,0,low-engaged
38,1,576,0,low-engaged
58,3,801.76,0,low-engaged
254,1,836.79,1,churned
70,4,2233.75,0,low-engaged
44,4,954.09,0,low-engaged
50,1,137.37,0,low-engaged
65,1,391.98,0,low-engaged
11,19,33643.08,3,Regulars
33,3,1048.49,0,low-engaged
59,2,355.56,0,low-engaged
73,4,1224.06,0,low-engaged
304,1,118.95,1,churned
46,1,130.74,0,low-engaged
18,8,3711.77,0,low-engaged
38,2,389.27,0,low-engaged
19,2,238.85,0,low-engaged
187,2,160.71,1,churned
52,1,110.8,0,low-engaged
4,12,2974.65,0,low-engaged
137,5,712.24,0,low-engaged
4,27,16387.57,3,Regulars
19,1,297,0,low-engaged
16,5,1438.85,0,low-engaged
41,8,977.21,0,low-engaged
12,8,3165.36,0,low-engaged
8,4,832.88,0,low-engaged
26,2,68.84,0,low-engaged
22,6,1936.32,0,low-engaged
41,3,895.13,0,low-engaged
101,1,230.53,0,low-engaged
5,15,3812.64,3,Regulars
277,2,149.64,1,churned
33,1,354.09,0,low-engaged
15,2,360.93,0,low-engaged
64,7,4405.88,0,low-engaged
2,2,493.28,0,low-engaged
369,1,343.28,1,churned
312,5,501.39,1,churned
199,4,516.36,1,churned
2,2,396.48,0,low-engaged
93,3,379.35,0,low-engaged
60,1,181.09,0,low-engaged
81,1,168.31,0,low-engaged
157,2,446.87,1,churned
227,1,524.52,1,churned
253,2,263.55,1,churned
150,1,179.17,1,churned
194,2,222.05,1,churned
1,5,1388.88,0,low-engaged
369,1,56.25,1,churned
24,1,351.11,0,low-engaged
17,3,363.88,0,low-engaged
10,7,5126.76,0,low-engaged
8,1,164.68,0,low-engaged
20,7,1567.69,0,low-engaged
4,3,967.45,0,low-engaged
174,1,191.94,1,churned
1,8,1232.18,0,low-engaged
178,2,264.62,1,churned
16,8,1528.09,0,low-engaged
248,1,123.1,1,churned
191,2,334.23,1,churned
20,2,639.89,0,low-engaged
154,4,167.5,1,churned
173,1,336.03,1,churned
373,1,369.5,1,churned
373,1,127.08,1,churned
194,1,207.15,1,churned
67,1,426.63,0,low-engaged
4,8,2495.87,0,low-engaged
21,3,1107.46,0,low-engaged
239,2,416.86,1,churned
64,1,145.35,0,low-engaged
112,5,404.58,0,low-engaged
90,15,6115.01,3,Regulars
311,1,35.8,1,churned
134,1,337.44,0,low-engaged
277,1,325.1,1,churned
365,1,181,1,churned
83,1,1708.24,0,low-engaged
8,2,955.24,0,low-engaged
17,2,364.72,0,low-engaged
32,4,1765.51,0,low-engaged
9,2,708.22,0,low-engaged
34,4,806.57,0,low-engaged
15,8,1659.38,0,low-engaged
24,14,4416.26,0,low-engaged
32,1,428.89,0,low-engaged
74,1,104.35,0,low-engaged
20,2,470.76,0,low-engaged
17,4,845.64,0,low-engaged
23,2,418.83,0,low-engaged
3,3,666.1,0,low-engaged
304,1,314.1,1,churned
18,12,4199.85,0,low-engaged
367,1,307.82,1,churned
39,7,3442.15,0,low-engaged
84,1,371.01,0,low-engaged
165,2,430.94,1,churned
17,2,1054.73,0,low-engaged
77,1,1098.78,0,low-engaged
89,3,2398.86,0,low-engaged
25,8,3408.48,0,low-engaged
22,4,1475.02,0,low-engaged
3,10,2837.67,0,low-engaged
123,2,1142.42,0,low-engaged
30,1,168.12,0,low-engaged
12,7,1451.28,0,low-engaged
19,1,158.03,0,low-engaged
44,2,792.11,0,low-engaged
4,1,41.99,0,low-engaged
9,7,2797.57,0,low-engaged
55,1,427.07,0,low-engaged
88,6,1060.68,0,low-engaged
37,5,3089.97,0,low-engaged
3,3,12393.7,0,low-engaged
30,5,2735.37,0,low-engaged
12,4,615.39,0,low-engaged
211,1,101.4,1,churned
48,4,1701.94,0,low-engaged
24,3,478.78,0,low-engaged
22,4,992.71,0,low-engaged
246,3,407.5,1,churned
8,16,3362.71,3,Regulars
35,3,1415.29,0,low-engaged
4,47,37130.6,3,Regulars
38,3,662.38,0,low-engaged
4,3,705.39,0,low-engaged
3,8,1508.76,0,low-engaged
47,1,211.88,0,low-engaged
39,2,408.9,0,low-engaged
